"NESW";"NE";"Skandinavistik";;;
"NESW01000";"NESW";"Skandinavistik";;;"page=642"
"NESW01010";"NESW01000";"Skandinavische Philologie";"lkl=hw ?";;"page=642"
"NESW01020";"NESW01000";"Urnordische Philologie";"lkl=hwa?";;"page=642"
"NESW01030";"NESW01000";"Altnordische Philologie";"lkl=hwb?";;"page=642"
"NESW01040";"NESW01000";"Isländische Philologie";"lkl=hwd?";;"page=642"
"NESW01050";"NESW01000";"Norwegische Philologie";"lkl=hwg?";;"page=642"
"NESW01060";"NESW01000";"Dänische Philologie";"lkl=hwk?";;"page=642"
"NESW01070";"NESW01000";"Färöische Philologie";"lkl=hwn?";;"page=642"
"NESW01080";"NESW01000";"Shetländische Philologie";"lkl=hwp?";;"page=642"
"NESW01090";"NESW01000";"Schwedische Philologie";"lkl=hws?";;"page=642"
