"NEQD";"NE";"Forstwissenschaften";;;
"NEQD01000";"NEQD";"Forstwissenschaften";"osg=for or sst=bbf? or lkl=qdc? or lkl=qdh? or lkl=qdj? or lkl=qdk? or lkl=qer 250 or lkl=qfc? or lkl=qfk 560 or lkl=tu? or lkl=tw? or lkl=ty? or lkl=uqm? or lkl=vn? or lkl=vo? or lkl=vp? or lkl=wn? or lkl=zhb 240";;"page=775"
"NEQD01010";"NEQD01000";"Forstwissenschaften";"osg=for or sst=bbf? or lkl=qdc? or lkl=qdh? or lkl=qdj? or lkl=qdk? or lkl=qer 250 or lkl=qfc? or lkl=qfk 560 or lkl=tu? or lkl=tw? or lkl=ty? or lkl=uqm? or lkl=vn? or lkl=vo? or lkl=vp? or lkl=wn? or lkl=zhb 240";;"page=775"
