"NELE";"NE";"Sozialwissenschaften";;;
"NELE01000";"NELE";"Sozialwissenschaften";"lkl=le 069?";;"page=957"
"NELE01010";"NELE01000";"Sozialwissenschaften allgemein";"lkl=le 069?";;"page=957"
